"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"revaluation","89","565259","0.0-4.0-13.0-4.0-0.3","spark_pilot_2","7515","7","23","Male","","","false","","","","","[748]","./assets/img/space/animals/cat.jpg","[""ArrowLeft""]","practice block","space","3","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowUp,ArrowLeft","","","","","","","","",""
"html-keyboard-response","90","565760","0.0-4.0-13.0-4.0-1.3","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","91","576134","0.0-4.0-13.0-5.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","3022","<p> Time to play the dot game! </p>
            <p> For 15 seconds, click the red dots on the following screen as they appear. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","92","591135","0.0-4.0-13.0-6.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","[81,57]","","","rest practice","","20","","","","","0","15000","","","","","",""
"learning-instructions","93","611607","0.0-4.0-13.0-7.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","14359","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","94","641729","0.0-4.0-13.0-7.0-0.1","spark_pilot_2","7515","7","23","Male","","","","","","","","16125","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","",""
"revaluation","95","642878","0.0-4.0-13.0-8.0","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1144]","./assets/img/space/15.jpg","[""ArrowUp""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp","false","","","","","","","",""
"html-keyboard-response","96","643379","0.0-4.0-13.0-9.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","97","655666","0.0-4.0-13.0-10.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","928","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","98","656646","0.0-4.0-13.0-11.0-0.0","spark_pilot_2","7515","7","23","Male","","","false","","","","","[977]","./assets/img/space/animals/cat.jpg","[""ArrowRight""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","true","ArrowUp,ArrowRight","","","","","","","","",""
"html-keyboard-response","99","657147","0.0-4.0-13.0-11.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","100","657830","0.0-4.0-13.0-11.0-0.1","spark_pilot_2","7515","7","23","Male","","","false","","","","","[679]","./assets/img/space/animals/rabbit.jpg","[""ArrowLeft""]","practice block","space","0","{""ArrowUp,ArrowLeft"":3,""ArrowUp,ArrowRight"":36,""ArrowDown,ArrowLeft"":15,""ArrowDown,ArrowRight"":23}","false","ArrowDown,ArrowLeft","","","","","","","","",""
"html-keyboard-response","101","658331","0.0-4.0-13.0-11.0-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","102","663984","0.0-4.0-14.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","1086","<p> Before you start, we're going to ask you a few questions about how the game works. </p>","","instructions","","","","","","","","","","","","","",""
"comp-q","103","670485","0.0-4.0-15.0-0.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","928","<p> <b> True or False? </b> </p>
            <p> There can be 50 pieces of treasure in a given animal's chest. </p>","0","comp_question","","","","false","","","","","","","","","",""
"comp-q","104","677837","0.0-4.0-15.0-0.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","838","<p> <b>Incorrect.</b> The amount of treasure in each chest can range from 0 to 40 pieces. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","105","684055","0.0-4.0-15.0-0.1-0.1","spark_pilot_2","7515","7","23","Male","","","","","","","","656","<p> <b> True or False? </b> </p>
            <p> There can be 50 pieces of treasure in a given animal's chest. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","106","711893","0.0-4.0-15.0-0.1-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","20638","<p> <b> That's right! </b> The amount of treasure in each chest can range from 0 to 40 pieces. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","107","719844","0.0-4.0-15.0-0.2-0.2","spark_pilot_2","7515","7","23","Male","","","","","","","","846.9999999998836","<p> <b> True or False? </b> </p><p> In this game, all animals have the same amount of treasure in their left and right chests. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","108","742065","0.0-4.0-15.0-0.2-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","17002","<p> <b> That's right! </b> Animals have different amounts of treasure in their treasure chests. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","109","783879","0.0-4.0-15.0-0.3-0.3","spark_pilot_2","7515","7","23","Male","","","","","","","","35991.00000000012","<p> <b> True or False? </b> </p><p> The same animal will always be there if you go up in the same place. </p>","1","comp_question","","","","false","","","","","","","","","",""
"comp-q","110","794905","0.0-4.0-15.0-0.3-1.3","spark_pilot_2","7515","7","23","Male","","","","","","","","4743","<p> <b>Incorrect.</b> One animal lives in the upper part and one lives in the lower part of every place. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","111","803202","0.0-4.0-15.0-0.4-0.4","spark_pilot_2","7515","7","23","Male","","","","","","","","2480","<p> <b> True or False? </b> </p><p> The same animal will always be there if you go up in the same place. </p>","0","comp_question","","","","true","","","","","","","","","",""
"comp-q","112","823118","0.0-4.0-15.0-0.4-1.4","spark_pilot_2","7515","7","23","Male","[{""event"":""blur"",""trial"":1,""time"":2441},{""event"":""focus"",""trial"":1,""time"":3468},{""event"":""focus"",""trial"":1,""time"":3468},{""event"":""fullscreenenter"",""trial"":2,""time"":13406},{""event"":""fullscreenexit"",""trial"":61,""time"":354472},{""event"":""blur"",""trial"":61,""time"":356215},{""event"":""focus"",""trial"":61,""time"":393312},{""event"":""focus"",""trial"":61,""time"":393312},{""event"":""blur"",""trial"":61,""time"":394394},{""event"":""focus"",""trial"":61,""time"":441270},{""event"":""focus"",""trial"":61,""time"":441271},{""event"":""blur"",""trial"":113,""time"":827436},{""event"":""focus"",""trial"":113,""time"":843663},{""event"":""focus"",""trial"":113,""time"":843663}]","","","","","","","12946","<p> <b> That's right! </b> One animal lives in the upper part and one lives in the lower part of every place. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","113","845121","0.0-4.0-15.0-0.5-0.5","spark_pilot_2","7515","7","23","Male","","","","","","","","16491","<p> <b> True or False? </b> </p><p> If you see a different picture, it means you are in a new place. </p>","0","comp_question","","","","false","","","","","","","","","",""
"comp-q","114","887776","0.0-4.0-15.0-0.5-1.5","spark_pilot_2","7515","7","23","Male","","","","","","","","30948","<p> <b>Incorrect.</b> Lots of different images may show the same place. For example,  you may see three different images that all remind you that you are in outer space. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","115","894128","0.0-4.0-15.0-0.6-0.6","spark_pilot_2","7515","7","23","Male","","","","","","","","851","<p> <b> True or False? </b> </p><p> If you see a different picture, it means you are in a new place. </p>","0","comp_question","","","","false","","","","","","","","","",""
"comp-q","116","936834","0.0-4.0-15.0-0.6-1.6","spark_pilot_2","7515","7","23","Male","","","","","","","","31647","<p> <b>Incorrect.</b> Lots of different images may show the same place. For example,  you may see three different images that all remind you that you are in outer space. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","117","943019","0.0-4.0-15.0-0.7-0.7","spark_pilot_2","7515","7","23","Male","","","","","","","","685","<p> <b> True or False? </b> </p><p> If you see a different picture, it means you are in a new place. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","118","1002761","0.0-4.0-15.0-0.7-1.7","spark_pilot_2","7515","7","23","Male","","","","","","","","48536.00000000012","<p> <b> That's right! </b> Lots of different images may show the same place. For example,  you may see three different images that all remind you that you are in outer space. </p>","0","comp_answer","","","","","","","","","","","","","",""
"learning-instructions","119","1014481","0.0-4.0-16.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","1882.0000000001164","<p> Good job. Remember to do your best because the amount of treasure you earn will be converted into bonus money. </p>
            <p> It’s time to start the real game! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","120","1018365","0.0-5.0-0.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","1126","<p> This time you are searching for treasure in the <b>canyon</b>.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","121","1064306","0.0-5.0-0.0-0.1","spark_pilot_2","7515","7","23","Male","","","","","","","","28663","<p><b>New</b> animals with <b>new</b> treasure chests live here. You need to explore to discover where the animal with the best treasure chest is.</p>
                    <p> Like before, once you figure out which animal has the chest with the most treasure, you should try to get to that animal and select that chest! </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","122","1080509","0.0-5.0-1.0-0.0","spark_pilot_2","7515","7","23","Male","","","","","","","","1473","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","",""
"revaluation","123","1086516","0.0-5.0-2.0-0.0","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1150,929]","./assets/img/canyon/memory/7.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","0","","",""
"html-keyboard-response","124","1087018","0.0-5.0-2.0-1.0","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","1","","",""
"revaluation","125","1091023","0.0-5.0-2.0-0.1","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1380]","./assets/img/canyon/catch/1.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","original","1","2","","",""
"html-keyboard-response","126","1091525","0.0-5.0-2.0-1.1","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","3","","",""
"revaluation","127","1097529","0.0-5.0-2.0-0.2","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1482,1227.0000000002328]","./assets/img/canyon/memory/37.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","original","1","4","","",""
"html-keyboard-response","128","1098031","0.0-5.0-2.0-1.2","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","5","","",""
"revaluation","129","1104034","0.0-5.0-2.0-0.3","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1224.9999999997672,952]","./assets/img/canyon/memory/21.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","original","1","6","","",""
"html-keyboard-response","130","1104535","0.0-5.0-2.0-1.3","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","7","","",""
"revaluation","131","1108538","0.0-5.0-2.0-0.4","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1271]","./assets/img/canyon/catch/6.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","original","1","8","","",""
